polyline,x,y,z,acceptance_criteria,internal diameter,wall thickness,pipe_segment_length
SCS-01-0047_UKPN_LV_501_segment-1,291223.2269,288817.2793,33.085,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_501_segment-1,291220.5835,288816.9891,33.1631,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_501_segment-1,291217.4507,288816.5727,33.143,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_501_segment-1,291214.0555,288816.4615,33.135,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_501_segment-1,291212.8047,288816.7765,33.2404,Polyethylene,250.0,25.0,3.658
