polyline,x,y,z,acceptance_criteria,internal diameter,wall thickness,pipe_segment_length
SCS-01-0026_510890085_segment-2,291049.9866,289085.6554,33.9,PE,180.0,12.0,3.658
SCS-01-0026_510890085_segment-2,291022.8645,289017.7319,34.5,PE,180.0,12.0,3.658
