polyline,x,y,z,acceptance_criteria,internal diameter,wall thickness,pipe_segment_length
SCS-01-0040_6L89Z_segment-1,291200.158724,288837.391134,31.87,PE,180.0,16.38,3.658
SCS-01-0040_6L89Z_segment-1,291205.1285,288828.7135,31.87,PE,180.0,16.38,3.658
SCS-01-0040_6L89Z_segment-1,291205.5113,288828.0451,31.86,PE,180.0,16.38,3.658
SCS-01-0040_6L89Z_segment-1,291205.6701,288827.7675,31.8568,PE,180.0,16.38,3.658
