polyline,x,y,z,acceptance_criteria,internal diameter,wall thickness,pipe_segment_length
SCS-01-0028_UKPN_LV_Streetlighting_548_segment-1,291224.1921,288829.6739,29.7986,Polyethylene,250.0,25.0,3.658
SCS-01-0028_UKPN_LV_Streetlighting_548_segment-1,291224.1529,288829.5421,29.7986,Polyethylene,250.0,25.0,3.658
SCS-01-0028_UKPN_LV_Streetlighting_548_segment-1,291222.3211,288828.3229,29.7986,Polyethylene,250.0,25.0,3.658
SCS-01-0028_UKPN_LV_Streetlighting_548_segment-1,291221.7171,288827.5893,29.7986,Polyethylene,250.0,25.0,3.658
SCS-01-0028_UKPN_LV_Streetlighting_548_segment-1,291221.6587,288826.8351,29.7986,Polyethylene,250.0,25.0,3.658
SCS-01-0028_UKPN_LV_Streetlighting_548_segment-1,291221.4267,288826.6099,29.7986,Polyethylene,250.0,25.0,3.658
SCS-01-0028_UKPN_LV_Streetlighting_548_segment-1,291221.3249,288826.4421,29.7986,Polyethylene,250.0,25.0,3.658
