polyline,x,y,z,acceptance_criteria,internal diameter,wall thickness,pipe_segment_length
EUS-01-0038_F7NZ_segment-3,291090.2963,288963.5333,32.8776,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7NZ_segment-3,291093.3082,288960.2491,32.8435,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7NZ_segment-3,291096.2393,288957.6675,32.8235,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7NZ_segment-3,291099.8539,288954.4669,32.7814,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7NZ_segment-3,291105.5188,288949.4092,32.8549,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7NZ_segment-3,291111.2783,288944.1488,32.8035,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7NZ_segment-3,291114.0122,288941.6727,32.8035,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291043.7811,289000.5255,32.9405,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291055.9874,288993.1878,33.0087,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291058.5459,288991.617,33.0335,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291064.1355,288987.4619,33.1157,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291065.7079,288986.4183,33.1035,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291069.6279,288983.4095,33.1076,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291072.9616,288980.9169,33.0999,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291074.434,288979.8761,33.0719,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291076.3899,288978.2217,33.0382,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-1,291079.5073,288975.1348,32.9735,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-2,291079.5073,288975.1348,32.9735,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-2,291079.5073,288975.1348,32.9635,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291079.5073,288975.1348,32.9635,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291080.1907,288974.5157,32.9635,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291083.2027,288971.2315,32.9235,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291086.0174,288968.0528,32.9035,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291090.2963,288963.5333,32.8776,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291093.3082,288960.2491,32.8435,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291096.2393,288957.6675,32.8235,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291099.8539,288954.4669,32.7814,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291105.5188,288949.4092,32.8549,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291111.2783,288944.1488,32.8035,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F7X9_segment-3,291114.0122,288941.6727,32.8035,"Cast iron, lead-yarn joints (pre-1914) TW",127.0,10.414,3.658
EUS-01-0038_F930_segment-1,291114.0122,288941.6727,32.816,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-1,291114.6205,288938.6631,32.8102,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-1,291115.5985,288933.8248,32.9178,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-1,291119.0159,288930.7296,32.9026,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-1,291125.0261,288925.2754,32.889,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-1,291127.3147,288923.1985,32.8474,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-1,291136.786,288914.6348,32.815,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-1,291145.2794,288906.8983,32.8388,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
