polyline,x,y,z,acceptance_criteria,internal diameter,wall thickness,pipe_segment_length
SCS-01-0047_UKPN_LV_641_segment-1,291078.29187,288971.858521,34.565,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291080.069275,288969.571289,34.56129446,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291084.705078,288965.041687,34.5530032,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291088.710083,288960.350281,34.54511226,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291092.058472,288956.658081,34.53873599,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291095.807678,288952.501709,34.5315754,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291098.869324,288948.841492,34.52547098,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291102.224487,288945.786499,34.51966622,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291106.069092,288942.319519,34.5130436,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291108.521118,288940.119324,34.5088292,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291114.229126,288934.952881,34.49898035,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291119.611084,288930.178528,34.48977688,Polyethylene,250.0,25.0,3.658
SCS-01-0047_UKPN_LV_641_segment-1,291122.316101,288927.604309,34.485,Polyethylene,250.0,25.0,3.658
